,year,sents
259,1980-81,"With a view to keeping the sacrifice of revenue within manageable limits, the nil rate slab of income is being retained at Rs 8,000."
260,1980-81,"As a result, in cases where the taxable income exceeds Rs 12,000, the incidence of incometax, excluding surcharge, will remain at the existing levels, subject to the grant of marginal relief in cases where the taxable income exceeds the exemption limit by a small margin."
261,1980-81,This proposal will benefit more than six lakhs of incometax payers.
262,1980-81,Honourable Members will recall that the rates of incometax on the personal incomes were reduced in 1974 on the basis of a recommendation of the Direct Taxes Enquiry Committee and this process was taken one step further in 1976 when these rates were again lowered.
263,1980-81,The reduction in rates had largely fulfiled the expectation that it would lead to better tax compliance.
264,1980-81,"Unfortunately, the movement in this direction was reversed under the Janata Government and the rates of incometax were increased in stages."
265,1980-81,I am of the view that the position in this regard should be set right.
266,1980-81,I accordingly propose to reduce the surcharge on personal incomes in the case of all categories of noncorporate taxpayers from 20 per cent to 10 per cent.
267,1980-81,This will not only bring down the maximum marginal rate of tax from 72 per cent to 66 per cent but w111 benefit taxpayers in all slabs of income.
268,1980-81,"In view of the somewhat steep rise in prices of assets, I also propose to raise the exemption limit for wealthtax from Rs 1 lakh to Rs 1.5 lakhs with effect from the current assessment year."
269,1980-81,"In cases where the taxable wealth exceeds this limit, the tax burden will, however, be retained at existing levels, subject to the usual marginal relief."
270,1980-81,Government hopes that these concessions will provide the necessary inducement to the vast majority of our taxpayers for correct declaration of their incomes and wealth.
271,1980-81,I propose to counter some of the more commonly used devices for tax avoidance.
272,1980-81,"As Hon’ble Members are aware, the separate treatment accorded to Hindu undivided family in tax laws has been widely used for avoidance of proper tax liability."
273,1980-81,I accordingly propose to derecognise partial partitions of Hindu undivided families both for income and wealth taxation.
274,1980-81,"Partial partitions made on or after lst January, 1979 will not be recognised for tax purposes and taxes will continue to be levied on the basis that the existing Hindu undivided family had continued to remain joint."
275,1980-81,"At present, Hindu undivided families having one or more members with independent income exceeding the exemption limit are charged to incometax at rates which are somewhat higher than those applicable in the case of individuals."
276,1980-81,"In order 14 to further restrict the use of Hindu undivided family for the purposes of tax avoidance, I propose to raise the rates of incometax in the case of such Hindu undivided families."
